site,ssp,period,variable,ens_mean
OCI_Dream_Seoul,ssp126,near,etccdi_rx5day,55.29
OCI_Dream_Seoul,ssp126,near,etccdi_sdii,12.29
OCI_Dream_Seoul,ssp126,near,etccdi_su,53.3
OCI_Dream_Seoul,ssp126,near,etccdi_tnn,2.89
OCI_Dream_Seoul,ssp126,near,etccdi_tr,23.7
OCI_Dream_Seoul,ssp126,near,etccdi_txx,19.76
OCI_Dream_Seoul,ssp126,near,etccdi_wbgt,12.1
OCI_Dream_Seoul,ssp126,near,etccdi_wsdi,12.2
OCI_Dream_Seoul,ssp245,baseline,etccdi_cdd,25.5
OCI_Dream_Seoul,ssp245,baseline,etccdi_cwd,6.1
OCI_Dream_Seoul,ssp245,baseline,etccdi_fd,76.2
OCI_Dream_Seoul,ssp245,baseline,etccdi_r95p,191.61
OCI_Dream_Seoul,ssp245,baseline,etccdi_rx1day,29.78
OCI_Dream_Seoul,ssp245,baseline,etccdi_rx5day,47.45
OCI_Dream_Seoul,ssp245,baseline,etccdi_sdii,9.87
OCI_Dream_Seoul,ssp245,baseline,etccdi_su,46.2
OCI_Dream_Seoul,ssp245,baseline,etccdi_tnn,2.0
OCI_Dream_Seoul,ssp245,baseline,etccdi_tr,15.6
OCI_Dream_Seoul,ssp245,baseline,etccdi_txx,18.86
OCI_Dream_Seoul,ssp245,baseline,etccdi_wbgt,11.03
OCI_Dream_Seoul,ssp245,baseline,etccdi_wsdi,6.6
OCI_Dream_Seoul,ssp245,end,etccdi_cdd,23.6
OCI_Dream_Seoul,ssp245,end,etccdi_cwd,5.1
OCI_Dream_Seoul,ssp245,end,etccdi_fd,44.7
OCI_Dream_Seoul,ssp245,end,etccdi_r95p,431.55
OCI_Dream_Seoul,ssp245,end,etccdi_rx1day,43.69
OCI_Dream_Seoul,ssp245,end,etccdi_rx5day,61.47
OCI_Dream_Seoul,ssp245,end,etccdi_sdii,12.99
OCI_Dream_Seoul,ssp245,end,etccdi_su,83.5
OCI_Dream_Seoul,ssp245,end,etccdi_tnn,4.79
OCI_Dream_Seoul,ssp245,end,etccdi_tr,43.7
OCI_Dream_Seoul,ssp245,end,etccdi_txx,21.32
OCI_Dream_Seoul,ssp245,end,etccdi_wbgt,13.49
OCI_Dream_Seoul,ssp245,end,etccdi_wsdi,34.2
OCI_Dream_Seoul,ssp245,far,etccdi_cdd,27.9
OCI_Dream_Seoul,ssp245,far,etccdi_cwd,6.5
OCI_Dream_Seoul,ssp245,far,etccdi_fd,42.6
OCI_Dream_Seoul,ssp245,far,etccdi_r95p,309.23
OCI_Dream_Seoul,ssp245,far,etccdi_rx1day,34.6
OCI_Dream_Seoul,ssp245,far,etccdi_rx5day,54.0
OCI_Dream_Seoul,ssp245,far,etccdi_sdii,11.66
OCI_Dream_Seoul,ssp245,far,etccdi_su,91.7
OCI_Dream_Seoul,ssp245,far,etccdi_tnn,4.34
OCI_Dream_Seoul,ssp245,far,etccdi_tr,40.2
OCI_Dream_Seoul,ssp245,far,etccdi_txx,21.94
OCI_Dream_Seoul,ssp245,far,etccdi_wbgt,13.68
OCI_Dream_Seoul,ssp245,far,etccdi_wsdi,43.1
OCI_Dream_Seoul,ssp245,mid,etccdi_cdd,29.3
OCI_Dream_Seoul,ssp245,mid,etccdi_cwd,6.3
OCI_Dream_Seoul,ssp245,mid,etccdi_fd,44.6
OCI_Dream_Seoul,ssp245,mid,etccdi_r95p,407.83
OCI_Dream_Seoul,ssp245,mid,etccdi_rx1day,40.11
OCI_Dream_Seoul,ssp245,mid,etccdi_rx5day,62.61
OCI_Dream_Seoul,ssp245,mid,etccdi_sdii,13.23
OCI_Dream_Seoul,ssp245,mid,etccdi_su,70.7
OCI_Dream_Seoul,ssp245,mid,etccdi_tnn,3.99
OCI_Dream_Seoul,ssp245,mid,etccdi_tr,33.9
OCI_Dream_Seoul,ssp245,mid,etccdi_txx,20.84
OCI_Dream_Seoul,ssp245,mid,etccdi_wbgt,13.01
OCI_Dream_Seoul,ssp245,mid,etccdi_wsdi,27.2
OCI_Dream_Seoul,ssp245,near,etccdi_cdd,27.6
OCI_Dream_Seoul,ssp245,near,etccdi_cwd,6.1
OCI_Dream_Seoul,ssp245,near,etccdi_fd,65.4
OCI_Dream_Seoul,ssp245,near,etccdi_r95p,267.11
OCI_Dream_Seoul,ssp245,near,etccdi_rx1day,30.89
OCI_Dream_Seoul,ssp245,near,etccdi_rx5day,53.36
OCI_Dream_Seoul,ssp245,near,etccdi_sdii,10.62
OCI_Dream_Seoul,ssp245,near,etccdi_su,47.8
OCI_Dream_Seoul,ssp245,near,etccdi_tnn,2.55
OCI_Dream_Seoul,ssp245,near,etccdi_tr,16.1
OCI_Dream_Seoul,ssp245,near,etccdi_txx,19.51
OCI_Dream_Seoul,ssp245,near,etccdi_wbgt,11.69
OCI_Dream_Seoul,ssp245,near,etccdi_wsdi,9.8
OCI_Dream_Seoul,ssp370,baseline,etccdi_cdd,27.9
OCI_Dream_Seoul,ssp370,baseline,etccdi_cwd,6.1
OCI_Dream_Seoul,ssp370,baseline,etccdi_fd,73.7
OCI_Dream_Seoul,ssp370,baseline,etccdi_r95p,281.5
OCI_Dream_Seoul,ssp370,baseline,etccdi_rx1day,32.54
OCI_Dream_Seoul,ssp370,baseline,etccdi_rx5day,53.74
OCI_Dream_Seoul,ssp370,baseline,etccdi_sdii,11.69
OCI_Dream_Seoul,ssp370,baseline,etccdi_su,40.4
OCI_Dream_Seoul,ssp370,baseline,etccdi_tnn,1.76
OCI_Dream_Seoul,ssp370,baseline,etccdi_tr,15.1
OCI_Dream_Seoul,ssp370,baseline,etccdi_txx,18.99
OCI_Dream_Seoul,ssp370,baseline,etccdi_wbgt,11.27
OCI_Dream_Seoul,ssp370,baseline,etccdi_wsdi,7.4
OCI_Dream_Seoul,ssp370,end,etccdi_cdd,26.8
OCI_Dream_Seoul,ssp370,end,etccdi_cwd,6.4
OCI_Dream_Seoul,ssp370,end,etccdi_fd,27.4
OCI_Dream_Seoul,ssp370,end,etccdi_r95p,434.74
OCI_Dream_Seoul,ssp370,end,etccdi_rx1day,37.26
OCI_Dream_Seoul,ssp370,end,etccdi_rx5day,67.03
OCI_Dream_Seoul,ssp370,end,etccdi_sdii,13.2
OCI_Dream_Seoul,ssp370,end,etccdi_su,115.3
OCI_Dream_Seoul,ssp370,end,etccdi_tnn,6.35
OCI_Dream_Seoul,ssp370,end,etccdi_tr,75.7
OCI_Dream_Seoul,ssp370,end,etccdi_txx,23.13
OCI_Dream_Seoul,ssp370,end,etccdi_wbgt,15.14
OCI_Dream_Seoul,ssp370,end,etccdi_wsdi,83.0
OCI_Dream_Seoul,ssp370,far,etccdi_cdd,27.6
OCI_Dream_Seoul,ssp370,far,etccdi_cwd,6.3
OCI_Dream_Seoul,ssp370,far,etccdi_fd,30.4
OCI_Dream_Seoul,ssp370,far,etccdi_r95p,477.06
OCI_Dream_Seoul,ssp370,far,etccdi_rx1day,41.75
OCI_Dream_Seoul,ssp370,far,etccdi_rx5day,72.17
OCI_Dream_Seoul,ssp370,far,etccdi_sdii,13.82
OCI_Dream_Seoul,ssp370,far,etccdi_su,102.0
OCI_Dream_Seoul,ssp370,far,etccdi_tnn,5.71
OCI_Dream_Seoul,ssp370,far,etccdi_tr,59.0
OCI_Dream_Seoul,ssp370,far,etccdi_txx,22.67
OCI_Dream_Seoul,ssp370,far,etccdi_wbgt,14.68
OCI_Dream_Seoul,ssp370,far,etccdi_wsdi,57.3
OCI_Dream_Seoul,ssp370,mid,etccdi_cdd,33.1
OCI_Dream_Seoul,ssp370,mid,etccdi_cwd,6.4
OCI_Dream_Seoul,ssp370,mid,etccdi_fd,51.0
OCI_Dream_Seoul,ssp370,mid,etccdi_r95p,487.43
OCI_Dream_Seoul,ssp370,mid,etccdi_rx1day,39.74
OCI_Dream_Seoul,ssp370,mid,etccdi_rx5day,64.17
OCI_Dream_Seoul,ssp370,mid,etccdi_sdii,14.11
OCI_Dream_Seoul,ssp370,mid,etccdi_su,68.9
OCI_Dream_Seoul,ssp370,mid,etccdi_tnn,3.6
OCI_Dream_Seoul,ssp370,mid,etccdi_tr,28.6
OCI_Dream_Seoul,ssp370,mid,etccdi_txx,20.57
OCI_Dream_Seoul,ssp370,mid,etccdi_wbgt,12.71
OCI_Dream_Seoul,ssp370,mid,etccdi_wsdi,22.4
OCI_Dream_Seoul,ssp370,near,etccdi_cdd,32.3
OCI_Dream_Seoul,ssp370,near,etccdi_cwd,7.1
OCI_Dream_Seoul,ssp370,near,etccdi_fd,58.2
OCI_Dream_Seoul,ssp370,near,etccdi_r95p,319.37
OCI_Dream_Seoul,ssp370,near,etccdi_rx1day,36.58
OCI_Dream_Seoul,ssp370,near,etccdi_rx5day,59.15
OCI_Dream_Seoul,ssp370,near,etccdi_sdii,11.95
OCI_Dream_Seoul,ssp370,near,etccdi_su,49.7
OCI_Dream_Seoul,ssp370,near,etccdi_tnn,2.62
OCI_Dream_Seoul,ssp370,near,etccdi_tr,19.8
OCI_Dream_Seoul,ssp370,near,etccdi_txx,19.61
OCI_Dream_Seoul,ssp370,near,etccdi_wbgt,12.03
OCI_Dream_Seoul,ssp370,near,etccdi_wsdi,7.4
OCI_Dream_Seoul,ssp585,baseline,etccdi_cdd,24.4
OCI_Dream_Seoul,ssp585,baseline,etccdi_cwd,7.8
OCI_Dream_Seoul,ssp585,baseline,etccdi_fd,66.8
OCI_Dream_Seoul,ssp585,baseline,etccdi_r95p,378.79
OCI_Dream_Seoul,ssp585,baseline,etccdi_rx1day,34.79
OCI_Dream_Seoul,ssp585,baseline,etccdi_rx5day,61.84
OCI_Dream_Seoul,ssp585,baseline,etccdi_sdii,12.85
OCI_Dream_Seoul,ssp585,baseline,etccdi_su,41.9
OCI_Dream_Seoul,ssp585,baseline,etccdi_tnn,2.0
OCI_Dream_Seoul,ssp585,baseline,etccdi_tr,19.4
OCI_Dream_Seoul,ssp585,baseline,etccdi_txx,19.08
OCI_Dream_Seoul,ssp585,baseline,etccdi_wbgt,11.36
OCI_Dream_Seoul,ssp585,baseline,etccdi_wsdi,5.9
OCI_Dream_Seoul,ssp585,end,etccdi_cdd,28.2
OCI_Dream_Seoul,ssp585,end,etccdi_cwd,7.0
OCI_Dream_Seoul,ssp585,end,etccdi_fd,15.7
OCI_Dream_Seoul,ssp585,end,etccdi_r95p,594.76
OCI_Dream_Seoul,ssp585,end,etccdi_rx1day,49.35
OCI_Dream_Seoul,ssp585,end,etccdi_rx5day,80.48
OCI_Dream_Seoul,ssp585,end,etccdi_sdii,15.72
OCI_Dream_Seoul,ssp585,end,etccdi_su,131.0
OCI_Dream_Seoul,ssp585,end,etccdi_tnn,7.88
OCI_Dream_Seoul,ssp585,end,etccdi_tr,98.7
OCI_Dream_Seoul,ssp585,end,etccdi_txx,24.76
OCI_Dream_Seoul,ssp585,end,etccdi_wbgt,16.53
OCI_Dream_Seoul,ssp585,end,etccdi_wsdi,97.7
OCI_Dream_Seoul,ssp585,far,etccdi_cdd,30.0
OCI_Dream_Seoul,ssp585,far,etccdi_cwd,6.5
OCI_Dream_Seoul,ssp585,far,etccdi_fd,26.5
OCI_Dream_Seoul,ssp585,far,etccdi_r95p,464.82
OCI_Dream_Seoul,ssp585,far,etccdi_rx1day,42.53
OCI_Dream_Seoul,ssp585,far,etccdi_rx5day,70.05
OCI_Dream_Seoul,ssp585,far,etccdi_sdii,14.59
OCI_Dream_Seoul,ssp585,far,etccdi_su,123.3
OCI_Dream_Seoul,ssp585,far,etccdi_tnn,6.94
OCI_Dream_Seoul,ssp585,far,etccdi_tr,81.2
OCI_Dream_Seoul,ssp585,far,etccdi_txx,24.01
OCI_Dream_Seoul,ssp585,far,etccdi_wbgt,15.66
OCI_Dream_Seoul,ssp585,far,etccdi_wsdi,76.9
OCI_Dream_Seoul,ssp585,mid,etccdi_cdd,31.9
OCI_Dream_Seoul,ssp585,mid,etccdi_cwd,6.4
OCI_Dream_Seoul,ssp585,mid,etccdi_fd,44.0
OCI_Dream_Seoul,ssp585,mid,etccdi_r95p,384.32
OCI_Dream_Seoul,ssp585,mid,etccdi_rx1day,40.34
OCI_Dream_Seoul,ssp585,mid,etccdi_rx5day,62.99
OCI_Dream_Seoul,ssp585,mid,etccdi_sdii,13.14
OCI_Dream_Seoul,ssp585,mid,etccdi_su,81.3
OCI_Dream_Seoul,ssp585,mid,etccdi_tnn,4.37
OCI_Dream_Seoul,ssp585,mid,etccdi_tr,40.1
OCI_Dream_Seoul,ssp585,mid,etccdi_txx,21.38
OCI_Dream_Seoul,ssp585,mid,etccdi_wbgt,13.36
OCI_Dream_Seoul,ssp585,mid,etccdi_wsdi,33.1
OCI_Dream_Seoul,ssp585,near,etccdi_cdd,25.1
OCI_Dream_Seoul,ssp585,near,etccdi_cwd,6.1
OCI_Dream_Seoul,ssp585,near,etccdi_fd,63.1
OCI_Dream_Seoul,ssp585,near,etccdi_r95p,367.72
OCI_Dream_Seoul,ssp585,near,etccdi_rx1day,36.02
OCI_Dream_Seoul,ssp585,near,etccdi_rx5day,59.26
OCI_Dream_Seoul,ssp585,near,etccdi_sdii,12.31
OCI_Dream_Seoul,ssp585,near,etccdi_su,53.1
OCI_Dream_Seoul,ssp585,near,etccdi_tnn,2.72
OCI_Dream_Seoul,ssp585,near,etccdi_tr,21.2
OCI_Dream_Seoul,ssp585,near,etccdi_txx,19.58
OCI_Dream_Seoul,ssp585,near,etccdi_wbgt,11.85
OCI_Dream_Seoul,ssp585,near,etccdi_wsdi,10.1
OCI_HQ_Seoul,ssp126,baseline,etccdi_cdd,30.0
OCI_HQ_Seoul,ssp126,baseline,etccdi_cwd,5.7
OCI_HQ_Seoul,ssp126,baseline,etccdi_fd,69.8
OCI_HQ_Seoul,ssp126,baseline,etccdi_r95p,380.56
OCI_HQ_Seoul,ssp126,baseline,etccdi_rx1day,35.78
OCI_HQ_Seoul,ssp126,baseline,etccdi_rx5day,58.7
OCI_HQ_Seoul,ssp126,baseline,etccdi_sdii,12.25
OCI_HQ_Seoul,ssp126,baseline,etccdi_su,37.8
OCI_HQ_Seoul,ssp126,baseline,etccdi_tnn,2.36
OCI_HQ_Seoul,ssp126,baseline,etccdi_tr,11.9
OCI_HQ_Seoul,ssp126,baseline,etccdi_txx,19.37
OCI_HQ_Seoul,ssp126,baseline,etccdi_wbgt,11.42
OCI_HQ_Seoul,ssp126,baseline,etccdi_wsdi,4.9
OCI_HQ_Seoul,ssp126,end,etccdi_cdd,31.2
OCI_HQ_Seoul,ssp126,end,etccdi_cwd,6.8
OCI_HQ_Seoul,ssp126,end,etccdi_fd,53.4
OCI_HQ_Seoul,ssp126,end,etccdi_r95p,323.43
OCI_HQ_Seoul,ssp126,end,etccdi_rx1day,29.59
OCI_HQ_Seoul,ssp126,end,etccdi_rx5day,53.48
OCI_HQ_Seoul,ssp126,end,etccdi_sdii,11.56
OCI_HQ_Seoul,ssp126,end,etccdi_su,68.9
OCI_HQ_Seoul,ssp126,end,etccdi_tnn,3.62
OCI_HQ_Seoul,ssp126,end,etccdi_tr,26.2
OCI_HQ_Seoul,ssp126,end,etccdi_txx,20.55
OCI_HQ_Seoul,ssp126,end,etccdi_wbgt,12.71
OCI_HQ_Seoul,ssp126,end,etccdi_wsdi,16.2
OCI_HQ_Seoul,ssp126,far,etccdi_cdd,28.7
OCI_HQ_Seoul,ssp126,far,etccdi_cwd,6.6
OCI_HQ_Seoul,ssp126,far,etccdi_fd,48.8
OCI_HQ_Seoul,ssp126,far,etccdi_r95p,482.29
OCI_HQ_Seoul,ssp126,far,etccdi_rx1day,36.78
OCI_HQ_Seoul,ssp126,far,etccdi_rx5day,64.65
OCI_HQ_Seoul,ssp126,far,etccdi_sdii,13.12
OCI_HQ_Seoul,ssp126,far,etccdi_su,67.4
OCI_HQ_Seoul,ssp126,far,etccdi_tnn,3.8
OCI_HQ_Seoul,ssp126,far,etccdi_tr,33.6
OCI_HQ_Seoul,ssp126,far,etccdi_txx,20.82
OCI_HQ_Seoul,ssp126,far,etccdi_wbgt,12.93
OCI_HQ_Seoul,ssp126,far,etccdi_wsdi,17.3
OCI_HQ_Seoul,ssp126,mid,etccdi_cdd,26.6
OCI_HQ_Seoul,ssp126,mid,etccdi_cwd,6.0
OCI_HQ_Seoul,ssp126,mid,etccdi_fd,51.5
OCI_HQ_Seoul,ssp126,mid,etccdi_r95p,363.91
OCI_HQ_Seoul,ssp126,mid,etccdi_rx1day,35.19
OCI_HQ_Seoul,ssp126,mid,etccdi_rx5day,56.59
OCI_HQ_Seoul,ssp126,mid,etccdi_sdii,12.34
OCI_HQ_Seoul,ssp126,mid,etccdi_su,67.7
OCI_HQ_Seoul,ssp126,mid,etccdi_tnn,3.5
OCI_HQ_Seoul,ssp126,mid,etccdi_tr,29.1
OCI_HQ_Seoul,ssp126,mid,etccdi_txx,20.78
OCI_HQ_Seoul,ssp126,mid,etccdi_wbgt,12.77
OCI_HQ_Seoul,ssp126,mid,etccdi_wsdi,20.6
OCI_HQ_Seoul,ssp126,near,etccdi_cdd,28.5
OCI_HQ_Seoul,ssp126,near,etccdi_cwd,6.2
OCI_HQ_Seoul,ssp126,near,etccdi_fd,57.7
OCI_HQ_Seoul,ssp126,near,etccdi_r95p,302.12
OCI_HQ_Seoul,ssp126,near,etccdi_rx1day,33.56
OCI_HQ_Seoul,ssp126,near,etccdi_rx5day,55.29
OCI_HQ_Seoul,ssp126,near,etccdi_sdii,12.29
OCI_HQ_Seoul,ssp126,near,etccdi_su,53.3
OCI_HQ_Seoul,ssp126,near,etccdi_tnn,2.89
OCI_HQ_Seoul,ssp126,near,etccdi_tr,23.7
OCI_HQ_Seoul,ssp126,near,etccdi_txx,19.76
OCI_HQ_Seoul,ssp126,near,etccdi_wbgt,12.1
OCI_HQ_Seoul,ssp126,near,etccdi_wsdi,12.2
OCI_HQ_Seoul,ssp245,baseline,etccdi_cdd,25.5
OCI_HQ_Seoul,ssp245,baseline,etccdi_cwd,6.1
OCI_HQ_Seoul,ssp245,baseline,etccdi_fd,76.2
OCI_HQ_Seoul,ssp245,baseline,etccdi_r95p,191.61
OCI_HQ_Seoul,ssp245,baseline,etccdi_rx1day,29.78
OCI_HQ_Seoul,ssp245,baseline,etccdi_rx5day,47.45
OCI_HQ_Seoul,ssp245,baseline,etccdi_sdii,9.87
OCI_HQ_Seoul,ssp245,baseline,etccdi_su,46.2
OCI_HQ_Seoul,ssp245,baseline,etccdi_tnn,2.0
OCI_HQ_Seoul,ssp245,baseline,etccdi_tr,15.6
OCI_HQ_Seoul,ssp245,baseline,etccdi_txx,18.86
OCI_HQ_Seoul,ssp245,baseline,etccdi_wbgt,11.03
OCI_HQ_Seoul,ssp245,baseline,etccdi_wsdi,6.6
OCI_HQ_Seoul,ssp245,end,etccdi_cdd,23.6
OCI_HQ_Seoul,ssp245,end,etccdi_cwd,5.1
OCI_HQ_Seoul,ssp245,end,etccdi_fd,44.7
OCI_HQ_Seoul,ssp245,end,etccdi_r95p,431.55
OCI_HQ_Seoul,ssp245,end,etccdi_rx1day,43.69
OCI_HQ_Seoul,ssp245,end,etccdi_rx5day,61.47
OCI_HQ_Seoul,ssp245,end,etccdi_sdii,12.99
OCI_HQ_Seoul,ssp245,end,etccdi_su,83.5
OCI_HQ_Seoul,ssp245,end,etccdi_tnn,4.79
OCI_HQ_Seoul,ssp245,end,etccdi_tr,43.7
OCI_HQ_Seoul,ssp245,end,etccdi_txx,21.32
OCI_HQ_Seoul,ssp245,end,etccdi_wbgt,13.49
OCI_HQ_Seoul,ssp245,end,etccdi_wsdi,34.2
OCI_HQ_Seoul,ssp245,far,etccdi_cdd,27.9
OCI_HQ_Seoul,ssp245,far,etccdi_cwd,6.5
OCI_HQ_Seoul,ssp245,far,etccdi_fd,42.6
OCI_HQ_Seoul,ssp245,far,etccdi_r95p,309.23
OCI_HQ_Seoul,ssp245,far,etccdi_rx1day,34.6
OCI_HQ_Seoul,ssp245,far,etccdi_rx5day,54.0
OCI_HQ_Seoul,ssp245,far,etccdi_sdii,11.66
OCI_HQ_Seoul,ssp245,far,etccdi_su,91.7
OCI_HQ_Seoul,ssp245,far,etccdi_tnn,4.34
OCI_HQ_Seoul,ssp245,far,etccdi_tr,40.2
OCI_HQ_Seoul,ssp245,far,etccdi_txx,21.94
OCI_HQ_Seoul,ssp245,far,etccdi_wbgt,13.68
OCI_HQ_Seoul,ssp245,far,etccdi_wsdi,43.1
OCI_HQ_Seoul,ssp245,mid,etccdi_cdd,29.3
OCI_HQ_Seoul,ssp245,mid,etccdi_cwd,6.3
OCI_HQ_Seoul,ssp245,mid,etccdi_fd,44.6
OCI_HQ_Seoul,ssp245,mid,etccdi_r95p,407.83
OCI_HQ_Seoul,ssp245,mid,etccdi_rx1day,40.11
OCI_HQ_Seoul,ssp245,mid,etccdi_rx5day,62.61
OCI_HQ_Seoul,ssp245,mid,etccdi_sdii,13.23
OCI_HQ_Seoul,ssp245,mid,etccdi_su,70.7
OCI_HQ_Seoul,ssp245,mid,etccdi_tnn,3.99
OCI_HQ_Seoul,ssp245,mid,etccdi_tr,33.9
OCI_HQ_Seoul,ssp245,mid,etccdi_txx,20.84
OCI_HQ_Seoul,ssp245,mid,etccdi_wbgt,13.01
OCI_HQ_Seoul,ssp245,mid,etccdi_wsdi,27.2
OCI_HQ_Seoul,ssp245,near,etccdi_cdd,27.6
OCI_HQ_Seoul,ssp245,near,etccdi_cwd,6.1
OCI_HQ_Seoul,ssp245,near,etccdi_fd,65.4
OCI_HQ_Seoul,ssp245,near,etccdi_r95p,267.11
OCI_HQ_Seoul,ssp245,near,etccdi_rx1day,30.89
OCI_HQ_Seoul,ssp245,near,etccdi_rx5day,53.36
OCI_HQ_Seoul,ssp245,near,etccdi_sdii,10.62
OCI_HQ_Seoul,ssp245,near,etccdi_su,47.8
OCI_HQ_Seoul,ssp245,near,etccdi_tnn,2.55
OCI_HQ_Seoul,ssp245,near,etccdi_tr,16.1
OCI_HQ_Seoul,ssp245,near,etccdi_txx,19.51
OCI_HQ_Seoul,ssp245,near,etccdi_wbgt,11.69
OCI_HQ_Seoul,ssp245,near,etccdi_wsdi,9.8
OCI_HQ_Seoul,ssp370,baseline,etccdi_cdd,27.9
OCI_HQ_Seoul,ssp370,baseline,etccdi_cwd,6.1
OCI_HQ_Seoul,ssp370,baseline,etccdi_fd,73.7
OCI_HQ_Seoul,ssp370,baseline,etccdi_r95p,281.5
OCI_HQ_Seoul,ssp370,baseline,etccdi_rx1day,32.54
OCI_HQ_Seoul,ssp370,baseline,etccdi_rx5day,53.74
OCI_HQ_Seoul,ssp370,baseline,etccdi_sdii,11.69
OCI_HQ_Seoul,ssp370,baseline,etccdi_su,40.4
OCI_HQ_Seoul,ssp370,baseline,etccdi_tnn,1.76
OCI_HQ_Seoul,ssp370,baseline,etccdi_tr,15.1
OCI_HQ_Seoul,ssp370,baseline,etccdi_txx,18.99
OCI_HQ_Seoul,ssp370,baseline,etccdi_wbgt,11.27
OCI_HQ_Seoul,ssp370,baseline,etccdi_wsdi,7.4
OCI_HQ_Seoul,ssp370,end,etccdi_cdd,26.8
OCI_HQ_Seoul,ssp370,end,etccdi_cwd,6.4
OCI_HQ_Seoul,ssp370,end,etccdi_fd,27.4
OCI_HQ_Seoul,ssp370,end,etccdi_r95p,434.74
OCI_HQ_Seoul,ssp370,end,etccdi_rx1day,37.26
OCI_HQ_Seoul,ssp370,end,etccdi_rx5day,67.03
OCI_HQ_Seoul,ssp370,end,etccdi_sdii,13.2
OCI_HQ_Seoul,ssp370,end,etccdi_su,115.3
OCI_HQ_Seoul,ssp370,end,etccdi_tnn,6.35
OCI_HQ_Seoul,ssp370,end,etccdi_tr,75.7
OCI_HQ_Seoul,ssp370,end,etccdi_txx,23.13
OCI_HQ_Seoul,ssp370,end,etccdi_wbgt,15.14
OCI_HQ_Seoul,ssp370,end,etccdi_wsdi,83.0
OCI_HQ_Seoul,ssp370,far,etccdi_cdd,27.6
OCI_HQ_Seoul,ssp370,far,etccdi_cwd,6.3
OCI_HQ_Seoul,ssp370,far,etccdi_fd,30.4
OCI_HQ_Seoul,ssp370,far,etccdi_r95p,477.06
OCI_HQ_Seoul,ssp370,far,etccdi_rx1day,41.75
OCI_HQ_Seoul,ssp370,far,etccdi_rx5day,72.17
OCI_HQ_Seoul,ssp370,far,etccdi_sdii,13.82
OCI_HQ_Seoul,ssp370,far,etccdi_su,102.0
OCI_HQ_Seoul,ssp370,far,etccdi_tnn,5.71
OCI_HQ_Seoul,ssp370,far,etccdi_tr,59.0
OCI_HQ_Seoul,ssp370,far,etccdi_txx,22.67
OCI_HQ_Seoul,ssp370,far,etccdi_wbgt,14.68
OCI_HQ_Seoul,ssp370,far,etccdi_wsdi,57.3
OCI_HQ_Seoul,ssp370,mid,etccdi_cdd,33.1
OCI_HQ_Seoul,ssp370,mid,etccdi_cwd,6.4
OCI_HQ_Seoul,ssp370,mid,etccdi_fd,51.0
OCI_HQ_Seoul,ssp370,mid,etccdi_r95p,487.43
OCI_HQ_Seoul,ssp370,mid,etccdi_rx1day,39.74
OCI_HQ_Seoul,ssp370,mid,etccdi_rx5day,64.17
OCI_HQ_Seoul,ssp370,mid,etccdi_sdii,14.11
OCI_HQ_Seoul,ssp370,mid,etccdi_su,68.9
OCI_HQ_Seoul,ssp370,mid,etccdi_tnn,3.6
OCI_HQ_Seoul,ssp370,mid,etccdi_tr,28.6
OCI_HQ_Seoul,ssp370,mid,etccdi_txx,20.57
OCI_HQ_Seoul,ssp370,mid,etccdi_wbgt,12.71
OCI_HQ_Seoul,ssp370,mid,etccdi_wsdi,22.4
OCI_HQ_Seoul,ssp370,near,etccdi_cdd,32.3
OCI_HQ_Seoul,ssp370,near,etccdi_cwd,7.1
OCI_HQ_Seoul,ssp370,near,etccdi_fd,58.2
OCI_HQ_Seoul,ssp370,near,etccdi_r95p,319.37
OCI_HQ_Seoul,ssp370,near,etccdi_rx1day,36.58
OCI_HQ_Seoul,ssp370,near,etccdi_rx5day,59.15
OCI_HQ_Seoul,ssp370,near,etccdi_sdii,11.95
OCI_HQ_Seoul,ssp370,near,etccdi_su,49.7
OCI_HQ_Seoul,ssp370,near,etccdi_tnn,2.62
OCI_HQ_Seoul,ssp370,near,etccdi_tr,19.8
OCI_HQ_Seoul,ssp370,near,etccdi_txx,19.61
OCI_HQ_Seoul,ssp370,near,etccdi_wbgt,12.03
OCI_HQ_Seoul,ssp370,near,etccdi_wsdi,7.4
OCI_HQ_Seoul,ssp585,baseline,etccdi_cdd,24.4
OCI_HQ_Seoul,ssp585,baseline,etccdi_cwd,7.8
OCI_HQ_Seoul,ssp585,baseline,etccdi_fd,66.8
OCI_HQ_Seoul,ssp585,baseline,etccdi_r95p,378.79
OCI_HQ_Seoul,ssp585,baseline,etccdi_rx1day,34.79
OCI_HQ_Seoul,ssp585,baseline,etccdi_rx5day,61.84
OCI_HQ_Seoul,ssp585,baseline,etccdi_sdii,12.85
OCI_HQ_Seoul,ssp585,baseline,etccdi_su,41.9
OCI_HQ_Seoul,ssp585,baseline,etccdi_tnn,2.0
OCI_HQ_Seoul,ssp585,baseline,etccdi_tr,19.4
OCI_HQ_Seoul,ssp585,baseline,etccdi_txx,19.08
OCI_HQ_Seoul,ssp585,baseline,etccdi_wbgt,11.36
OCI_HQ_Seoul,ssp585,baseline,etccdi_wsdi,5.9
OCI_HQ_Seoul,ssp585,end,etccdi_cdd,28.2
OCI_HQ_Seoul,ssp585,end,etccdi_cwd,7.0
OCI_HQ_Seoul,ssp585,end,etccdi_fd,15.7
OCI_HQ_Seoul,ssp585,end,etccdi_r95p,594.76
OCI_HQ_Seoul,ssp585,end,etccdi_rx1day,49.35
